24-Sep-1997,Kelly teasing Bob about his hunt and peck keyboarding when he owns an expensive computer and is getting a Master’s in computer systems management.
24-Sep-1997,An e-mail from Kim – at last!
25-Sep-1997,A whiskery kiss from Bob
25-Sep-1997,"A very funny e-mail from Bruce, word perfect service agent-power outage – pack up computer – you are too stupid to own one"
25-Sep-1997,Lunch with Gillie while I waited for my bone scan
26-Sep-1997,Gillie called to see how the “waiting” was going
26-Sep-1997,Ice cream – birthday special – at the Pierrette (Bob)
26-Sep-1997,Kelly calls me “silly mom” instead of getting frustrated as often
27-Sep-1997,"Bob remembered to run the dishwasher, I forgot last night"
27-Sep-1997,Sharing my joy journal with Kara
27-Sep-1997,Sleeping in late Saturday morning
27-Sep-1997,A game of Life with Kara
27-Sep-1997,Remembering to say yes as often as possible
28-Sep-1997,Lots of “I love you Mom”
28-Sep-1997,Fancy table for Bob’s birthday dinner
28-Sep-1997,Bob fixed my wooden flowers
28-Sep-1997,Kara tossing glitter to celebrate Bob’s birthday
29-Sep-1997,"Kelly looked so cute for pajama day – green plaid pj’s, Smurf, Elmo slippers"
29-Sep-1997,Kara proudly announced “I drank all my milk from the cereal bowl”
30-Sep-1997,Was able to correct address on Bob’s e-mail and send it for him
30-Sep-1997,Kelly can hear in her sleep – doorbells and telephones
30-Sep-1997,Using commemorative stamps
30-Sep-1997,Framing Kara’s ape picture together
1-Oct-1997,BHAG – Big Hairy Audacious Goal (Jackie Hawks) – everyone needs one – as a Christian being a witness for Christ to the ends of the earth.
1-Oct-1997,Kelly dressing for opposite sex day as part of homecoming activities 
1-Oct-1997,Sharing my joy journal idea
2-Oct-1997,Waiting to do a puzzle with Kara
2-Oct-1997,A puzzle from Sue and John
3-Oct-1997,Happy Birthday e-mail from Mom and Dad
3-Oct-1997,Giving concert tickets to Sue and John
3-Oct-1997,Leaves crunching under my feet as I walked in Stokel
3-Oct-1997,Successfully communicating in broken French for drawing pencils
4-Oct-1997,Kara’s face paint for homecoming at BAS – Squares of blue and white
4-Oct-1997,Members of the volleyball team wishing me Happy Birthday
4-Oct-1997,Kelly’s enthusiasm at scoring so many points – volleyball
4-Oct-1997,Sitting on the sun-deck on the ferry with Bob
5-Oct-1997,Crushed fresh lavender
5-Oct-1997,The sheep following Bob
5-Oct-1997,Watching Cameron and Jessica Thomas 
5-Oct-1997,Jean squawks about pictures
5-Oct-1997,Funny plastic ice cubes
6-Oct-1997,The beauty of Gothic Vertical style of King’s College Chapel
6-Oct-1997,Mary’s face damaged- replaced with aged face of Anne – Anne’s face blank glass (stained glass window)
6-Oct-1997,Punting on the CAM – Math Bridge and Sighs Bridge
6-Oct-1997,Green tattoos – convert to moles with brown eye liner!
6-Oct-1997,Touring with Mary Lewis
7-Oct-1997,A long bubble bath
7-Oct-1997,Sleeping in
7-Oct-1997,Evensong
7-Oct-1997,Recognizing portrait of Erasmus
12-Oct-1997,Giving girl’s silver earrings
12-Oct-1997,"Kelly sang “Good morning, good morning, etc”"
12-Oct-1997,Bob’s last day of class for Master’s degree
12-Oct-1997,Mushrooms in lawn – periscopes in a sea of grass
12-Oct-1997,Bob putting candles (48) on my cake 
12-Oct-1997,Wonderful cards
12-Oct-1997,Surprise birthday party planned by Kara and Bob
12-Oct-1997,I tried to leave for church when my friends yelled surprise!
12-Oct-1997,Champagne toast to beautiful mature women
13-Oct-1997,Daises from Kelly on my table
13-Oct-1997,Kelly’s delight at talking with her friend Kinsey
13-Oct-1997,Fragrance of a candle
13-Oct-1997,Jokes on Popsicle sticks
13-Oct-1997,Jury stories with Kelly and Kara
14-Oct-1997,A name for my book – Time Enough
14-Oct-1997,Kelly has lens spasms – no glasses
15-Oct-1997,A pea hen ran in front of the car
15-Oct-1997,A butterfly garden
16-Oct-1997,Kelly didn’t explode when I fussed at her for missing the bus – cleaned up kitchen instead – Kara apologized with a hug
16-Oct-1997,Fall decorations for house with Kara
16-Oct-1997,A blanket and kiss for a sleepy Mom – from Kara
16-Oct-1997,Winning Sherlock in 3.04 minutes #1
16-Oct-1997,Nine stuffed animals across the dashboard of a large truck
17-Oct-1997,“I’ll eat my hat if….” Patty
18-Oct-1997,Honeycomb genius quiz – Kelly at breakfast
18-Oct-1997,Acting out a “who dunit”
18-Oct-1997,"Marigolds, heather, and green pumpkin at the front door"
18-Oct-1997,Jean mowed yard “with a flippin’ heavy mower”
18-Oct-1997,The speed at which Kelly keyboards – 70 words/minute
18-Oct-1997,Bright orange seedpod with 2 brilliant pink seeds
18-Oct-1997,Kara likes sleeping in Mom’s bed while Bob is on a business trip
18-Oct-1997,Don’t hang your suits as a set so you will think of using them with other clothing – extends wardrobe
18-Oct-1997,Spilt coke in Jean’s handbag on the airplane
19-Oct-1997,Church devotionals with girls
19-Oct-1997,Smushed pastries – Kelly swung them around in circles
19-Oct-1997,Pigtails all over Kara’s head
19-Oct-1997,The big and little bumble bees walking (Jean and I dressed in black and yellow)
20-Oct-1997,Potions and lotions for the girls “a la Jean”
20-Oct-1997,Listening to county discs in the SAAB
20-Oct-1997,City worker reminding me a PARK CARTE is needed
20-Oct-1997,Kim enjoyed her Dad’s visit to Baylor
21-Oct-1997,Chatting with Sue
21-Oct-1997,Planting tulips with Sue
21-Oct-1997,"Tried a new recipe and everyone liked it – noodles, chicken, ham, veggies, cup of sour cream and mustard"
21-Oct-1997, Monster stamps in October for Halloween – decoder reveals secret messages and symbols
21-Oct-1997,Kelly was already cleaning her room when I went to tell her to do so
21-Oct-1997,Kara’s warm hand holding mine while she slept
21-Oct-1997,A crown of bubbles built by Kara while I was immersed in the tub
22-Oct-1997,Bob called from Missouri
22-Oct-1997,Bob sent in not one but 5 copies of his final paper for his Master’s degree
22-Oct-1997,Kara’s delight in the beauty of the first frost of the season
22-Oct-1997,Kara’s homemade cell phone
22-Oct-1997,A birthday angle candle holder from Colleen
23-Oct-1997,Gillie shared my joy journal idea with her small group
23-Oct-1997,John Fortugno got me in the back window when I was locked out!
23-Oct-1997,Tea with Sheila Rausch
23-Oct-1997,Patty Dowling and I locked ourselves out of our houses on the same day and got I in through a window!
24-Oct-1997,A spider web attached between my side view mirror and door for at least 2 weeks now
24-Oct-1997,Squealing voices of little girls at Lauren’s Halloween Farewell Party
24-Oct-1997,The registry at NATO will give me my rings
24-Oct-1997,Kara gave herself breasts with socks
25-Oct-1997,Chocolate chip pancakes for happy girls
25-Oct-1997,Kelly’s friend had to see for herself that her room was clean!
25-Oct-1997,“Keep my dino pet alive please! Mom”
27-Oct-1997,Lauren undulating her belly
27-Oct-1997,Kara on her stomach – bouncing her buns to music
27-Oct-1997,No more tranquilizers
27-Oct-1997,A call from my parents
27-Oct-1997,Green chilies in the cupboard
27-Oct-1997,I found friend’s house – no problem
27-Oct-1997,God’s sunshine bursting through the clouds and shining on me as I do my Bible study
27-Oct-1997,Playing Go Fish with Kara
27-Oct-1997,Bob got an “A” in his last class
28-Oct-1997,"Susie, my college roommate, remains in touch now via e-mail – koa wood box for my birthday"
28-Oct-1997,Spider webs of frost on the rear van window
28-Oct-1997,Sue helping me carry pansies
28-Oct-1997,Kelly giggled when I removed my glasses to kiss her (catch her hair)
29-Oct-1997,Mistook light from Sodium street lamps as beautiful sunshine through lace curtains
29-Oct-1997,Sue gave me lunch and candy
29-Oct-1997,Tour Secours got the van out of the driveway
30-Oct-1997,Bob’s home after 2 weeks
30-Oct-1997,It was a map light that drained the car battery
31-Oct-1997,Kissed Kelly without snagging her hair
31-Oct-1997,Kara and Bob carved a neat pumpkin even if it was green
31-Oct-1997,My wedding rings are resized so I can wear them again – after many years
31-Oct-1997,Beauty of kaleidoscope patterns
1-Nov-1997,An extra overnight guest after the Halloween party
1-Nov-1997,"A funny video – Yours, Mine, and Ours"
1-Nov-1997,Silly string battle in the front yard
1-Nov-1997,Reviewing a marriage book with Bob
1-Nov-1997,Being feed a chocolate brownie in the bath tub
1-Nov-1997,A last cappuccino with Sue and friends
1-Nov-1997,Jack-o-lantern in the kitchen
2-Nov-1997,Kara's hair done with rubber bands to create a lace-like cap
3-Nov-1997,Listening to Beethoven
3-Nov-1997,Home movies of gymnastics
3-Nov-1997,Taking out Kara's rubber bands in her hair
3-Nov-1997,Bob tossing leaves at me
3-Nov-1997,Playing a game of Hearts
3-Nov-1997,Attempting to set the oven clock
3-Nov-1997,A crescent moon through leafless trees
4-Nov-1997,Waving good-bye to Bob as he drives off to work
4-Nov-1997,Kissing girls as they leave to catch the bus in the mornings
4-Nov-1997,The oven clock is finally set!
4-Nov-1997,"A happy, gurgling, nursing baby"
5-Nov-1997,Kelly and Kara returned for kisses
5-Nov-1997,Winter pansies bright colored in the rain
5-Nov-1997,French cars have yellow head lights
5-Nov-1997,Play Sherlock with Kelly in my lap
6-Nov-1997,Healthy hair means a healthy body
6-Nov-1997,Kara really knew her history lesson
6-Nov-1997,Mom will you be at school soon?  My art work is in the lobby (Kelly)
7-Nov-1997,"""I will catch whispers Lord from thee.""  Ralph Spaulding Cushman"
7-Nov-1997,Kara dancing
8-Nov-1997,Kara and Margaret giggling and singing karaoke
8-Nov-1997,Extortion to get in the house after a walk
8-Nov-1997,Kara doing cartwheels down the street
9-Nov-1997,A musical car from Kim on the INTERNET - ladybug I MISS YOU!
9-Nov-1997,Clouds glowing with sunlight
9-Nov-1997,violets in bloom for months
9-Nov-1997,Reading my journal with Kara
9-Nov-1997,"Comment from church member - ""You really are love birds aren't you?""  Bob and I were holding hands"
10-Nov-1997,Bob called to make sure I was up
10-Nov-1997,Walking with Bob
11-Nov-1997,Only a 3 hour labor for my friend. Her daughter was born 9.6 oz on 11/10/97
11-Nov-1997,Sending electronic cards
11-Nov-1997,Kelly jumped out from the mud room and startled me! Eeek!
11-Nov-1997,A beautiful open yellow rose from the Marine Ball
12-Nov-1997,Kelly is late as usual - leaving for FBLA trip with Dad
12-Nov-1997,A yellow tabby resting on a heap of dead tree limbs
12-Nov-1997,"Beth Neilsen Chapman described self after her husbands death by incurable cancer - ""as cracked open by life"""
12-Nov-1997,Took Kelly her permission slip for FBLA trip - told her she owed me - she grinned and kissed me then eeked because she might have gotten blotted!
13-Nov-1997,"Talking to a ""fake"" Kara burrowed under my bedcovers - Ball and pillows"
13-Nov-1997,Chirpy singing as Kara cleans her room
14-Nov-1997,"""I love you more than…game"
14-Nov-1997,Jean is coming to visit
14-Nov-1997,Dinner with Bob tonight - no kids!
14-Nov-1997,Candle light at dinner
14-Nov-1997,Saw my friend’s daughter - 3 days old - at school
15-Nov-1997,Sound of trees on cobblestones in Brussels
15-Nov-1997,A long walk and talk with Jean
15-Nov-1997,Videos of silly sheep
15-Nov-1997,"""A delicious dinner Mrs. B."""
15-Nov-1997,An angry Kara gave back her pop tart - one bite that is
16-Nov-1997,Bob sat on Kelly's lap at church to the amusement of parishioners
16-Nov-1997,SNAIL - Jean - She has a house wherever she travels (Kara)
16-Nov-1997,The lavender violet edged with white is blooming
17-Nov-1997,Kim sharing boyfriend concerns
18-Nov-1997,"Mom, the spider killer for Kelly"
18-Nov-1997,Videoing Kara rough housing
18-Nov-1997,Scaring Kelly - silly Mommy!
19-Nov-1997,A gorgeous pheasant flew up from the roadside
19-Nov-1997,Bob surprised me for lunch
19-Nov-1997,Vivian wants to walk with me
20-Nov-1997,Sandwiched between Bob and Kara in bed for morning hugs
20-Nov-1997,The US Army van parked in front of my house was not trouble!  They were going to test TV reception!
20-Nov-1997,Kelly picked up the wrong book-bag
20-Nov-1997,Bob's relief has his orders!
20-Nov-1997,My Dad sent me an angel to watch over me
21-Nov-1997,Bob went jogging this morning
21-Nov-1997,Drops of rain like crystals on bare tree limbs
21-Nov-1997,"A miniature letter that says ""I LOVE YOU"" Kara"
22-Nov-1997,Bob brought me my blood pressure medicine in bed
22-Nov-1997,Sleeping in late on Saturday morning
22-Nov-1997,Homemade waffles for breakfast
22-Nov-1997,A window like a jagged streak of lightening along the side of a warehouse
22-Nov-1997,Kara and Bob both holding my hands in the car
22-Nov-1997,Kara singing country songs
23-Nov-1997,"""Boxing"" with Kelly"
23-Nov-1997,Reading to Kara
23-Nov-1997,A funny movie
23-Nov-1997,Kara is a Dallas football fan
24-Nov-1997,The changing pattern of Bob's stacking dolls
24-Nov-1997,Tape Power Rangers???
24-Nov-1997,A walk with Vivian
25-Nov-1997,Laundry in the den but they did not miss the school bus
25-Nov-1997,My first letter from Sue since she moved to the US
25-Nov-1997,More emails from Kim since she can use the computer in her room
25-Nov-1997,Our landlord replaced dead shrubs and weeded too!
26-Nov-1997,"I gave my ""Joy Journal"" talk with lipstick on my teeth!"
26-Nov-1997,"""Because of my close medical care I may remain healthier and live longer than many other women."""
26-Nov-1997,"Thanksgiving ""lunch"" with Kara and Bob"
26-Nov-1997,An evening with Colleen K.
26-Nov-1997,Holding Kara in my lap stroking her forehead as we watched Little Women
27-Nov-1997,"""Good morning, Happy Thanksgiving"" - From Bob busy at work"
27-Nov-1997,Listening to country music with Kelly
27-Nov-1997,Strawberry pie and homemade hot cocoa by Kelly
27-Nov-1997,Bob's help cleaning up after turkey dinner
28-Nov-1997,Kelly won Moriarity and doesn't know how
28-Nov-1997,"Kara wants a ""big girl room"""
29-Nov-1997,Being told how much I am loved by my husband
29-Nov-1997,Kara's Santa and Christmas tree in her room
29-Nov-1997,I hope someone needy found 2000 BF
29-Nov-1997,Pannekoeken with chocolate and ice cream cheered everyone up
29-Nov-1997,Kelly did my hair for the office party
30-Nov-1997,Bob got Sunday morning breakfast
30-Nov-1997,Wearing a Mrs. Claus hat
30-Nov-1997,Warm apple cider
30-Nov-1997,"At last, Kelly did help decorate the Christmas tree and wore a hat too"
1-Dec-1997,After 25 years our tree is full of ornaments - many handmade by the girls
1-Dec-1997,A walk and talk with Gillie
1-Dec-1997,"Kara turned on the Disney Christmas scene and dusted the characters so they would spin properly on the ""ice"""
1-Dec-1997,Gillie feeding the horse the long sweet grass outside the fence
1-Dec-1997,Beautiful blinking lights on the Christmas tree in morning darkness
2-Dec-1997,Bob checks e-mail every morning and brings it to us
2-Dec-1997,A love note in my book from Kelly with a lipstick kiss
2-Dec-1997,A conversation with a friend of a friend
2-Dec-1997,I found out I had a dead battery in the van several hours before Kara's dental appointment
2-Dec-1997,"Using ""odds and ends"" - napkins, lotions, etc."
3-Dec-1997,"Kelly has ""growing pains"""
3-Dec-1997,Being able to help a friend 
3-Dec-1997,Kelly wants to clean her own book-bag smeared with yogurt
3-Dec-1997,Joann is here from the USA
4-Dec-1997,Sharing my joy journal with Joann
4-Dec-1997,Kara's bunch of dangling key rings for one house key!
4-Dec-1997,Kara counting the minimum number of cuddles per day - 6
5-Dec-1997,Star and santa sprinkles on the poinsettia napkin rings
5-Dec-1997,"Soft, graceful movements of harpist quieting strings with flat of palm"
5-Dec-1997,"Periodic, brilliant, red strings on harp"
5-Dec-1997,The girls like to have their friends spend the night
6-Dec-1997,Cristen A-T balanced Kim's checkbook
6-Dec-1997,Kim forgot to deposit her checks
6-Dec-1997,"Pancakes, blueberry, chocolate chip, and plain for the giggly happy girls"
6-Dec-1997,Friends who make me think and evaluate myself - Karen Y.
6-Dec-1997,Wrapping gifts with Bob and Kara
6-Dec-1997,Happy voice when invited to stay for pizza - Kara's neighborhood friend
6-Dec-1997,Bob's beautiful Christmas envelopes - red return address with bells - green addresses
7-Dec-1997,"Such a full day, I am writing on December 8"
7-Dec-1997,Writing notes on Christmas cards
7-Dec-1997,Operatic singer - First Noel
8-Dec-1997,Sleeping in to refresh myself
8-Dec-1997,"""Will somebody eat breakfast with me?"" Kara"
8-Dec-1997,Kelly singing country tunes as she packs her lunch
8-Dec-1997,Kelly and Kara have new friends
8-Dec-1997,Bob makes sure I have plenty of petty cash - Belgian and American
8-Dec-1997,Fragrance of hot apple crisp
9-Dec-1997,Life size Santa descending outside of chimney on home in Stokel
9-Dec-1997,The rain changed to sunshine as I started walking with no umbrella
9-Dec-1997,A rose from a friend at her farewell luncheon
10-Dec-1997,Holding my friend’s newborn baby girl
10-Dec-1997,Kelly curling Kara's hair for the Christmas program
10-Dec-1997,JoAnn called to say good-bye
11-Dec-1997,Perhaps Kelly doesn't have strep or mono
11-Dec-1997,Violent hail followed by brilliant sunshine
12-Dec-1997,Kara was so excited about her gifts from Santa's Workshop she has to show me!
12-Dec-1997,Kara included God as a family member
12-Dec-1997,Surprise - bird of paradise and yellow rose bouquet from Bob
13-Dec-1997,Large plastic juice bottles do not break when dropped
13-Dec-1997,"""Saturday night at the movies…."" Double feature at home"
13-Dec-1997,"Bob ""fixed"" Kevin's TV problems"
14-Dec-1997,"A ""coughing"" Kara snuggled against me at church"
14-Dec-1997,Sweets after church - pain de Chocolat with praline butter
14-Dec-1997,Kelly is worried about the number of gifts under the tree
14-Dec-1997,Gillie offered to go to the hospital with me tomorrow
15-Dec-1997,Dad (Bob) wore a Santa Cap when he picked up Kim with us
15-Dec-1997,Non-stop talking
16-Dec-1997,"I am considered an ""exceptional family member"" for 5 years after my cancer diagnosis"
16-Dec-1997,Kohl - Egyptians used around eyes protected them from sun - like football players today smudge black under eyes
16-Dec-1997,"So cold today, saw snowflakes"
16-Dec-1997,Told Nancy we will go to Disney World with them next Christmas
17-Dec-1997,The idea of Christ's second coming is not as abstract to me as it used to be
17-Dec-1997,"Bob wearing ""Rudolph"" button"
17-Dec-1997,Kim running through the Atlanta airport - jumping through closing tram doors - last one on airplane
18-Dec-1997,Receptionist was so nice finding dental appointment times for Kim during Christmas break
18-Dec-1997,Being chauffeured by Kim
19-Dec-1997,"Quiet time, Bob's at work, Kelly and Kara at school, Kim sleeping"
19-Dec-1997,Five of us at the table again!
19-Dec-1997,Net 2 phone - it works - sort of scratchy and broken up at times
19-Dec-1997,A day with no appointments!
20-Dec-1997,Girls giggling on long car ride
20-Dec-1997,Blazing pink sunset
20-Dec-1997,Mist moving across rolling hills
20-Dec-1997,"The Grand Place at Christmas - life size nativity with live sheep, ice skating, waffles, mannikin pis in accordion costume, choirs, lots of people"
20-Dec-1997,"Kelly wants to know if it is ok to be excited about going to Key West, FL"
21-Dec-1997,Kim complained her sisters did not help clean up after baking peanut butter cookies
21-Dec-1997,"Cotton's read ""Best Christmas Pageant Ever"" with us"
21-Dec-1997,Kim slept during part of the reading - dozes like Granny Lou and Bob
21-Dec-1997,Grandma V's pumpkin pie is better than mine!
22-Dec-1997,Sarah's (Vivian's sister) husband is coming home from Africa
22-Dec-1997,Sarah is a high risk pregnancy and expecting twins. Was determined to go to Africa!  God was so generous in the answer to pray!
22-Dec-1997,Kim came in to say good night and laid down and talked
22-Dec-1997,Funny farm movies - Christmas vacation breakfast - laughed till tears ran down my face
23-Dec-1997,In my one dozen hard boiled eggs for deviled eggs were two with double yolks
23-Dec-1997,Acrobatics on ice - Moscow Circus
24-Dec-1997,Bob rolling Christmas cookies by himself
24-Dec-1997,Kim taking me to visit Diane at the hospital
24-Dec-1997,Sleeping in until 10:30 AM
24-Dec-1997,Kara running her finger through the flame of her Christmas candle at the end of the service
24-Dec-1997,Emily wanting to know why Kelly doesn't sit for her anymore
25-Dec-1997,"""It's Christmas everybody!"" Kara who was awakened by Kim"
25-Dec-1997,A beautiful rosy pink sunrise at 8:30 AM
25-Dec-1997,Crystal stars with tea candles on dining room table - Bob moved 2 under pyrimidia and it spins constantly!
25-Dec-1997,Kim says the wiremen are getting dizzy
25-Dec-1997,The pan bread was perfect!
25-Dec-1997,Gorgeous sugar cookies
25-Dec-1997,Kelly can stick her fist in her mouth
25-Dec-1997,"Kara stands on one leg, pulls on her foot and farts in less than 30 seconds"
26-Dec-1997,Intense double rainbow
26-Dec-1997,Kara clinging to Jean in greeting
26-Dec-1997,Finding the Theater for CATS just in time
26-Dec-1997,Kara getting Old Deuteronomy's autograph
26-Dec-1997,Kelly found lost earring on motel bed (must have been in suitcase)
27-Dec-1997,Granny Lou stories at breakfast
27-Dec-1997,Happy Christmas instead of Merry Christmas among the British
27-Dec-1997,Soupy tasting cheesecake!
27-Dec-1997,"The azaleas, rhododendrons, magnolias are in bed!"
27-Dec-1997,Barren dark red branches of a bush
27-Dec-1997,"Jean mumbling about ""pics"""
27-Dec-1997,Arcade tables - legs were manikins from waste down wearing short skirts
28-Dec-1997,We beat Jean to St. Saviours
28-Dec-1997,Who is St. Saviour?
28-Dec-1997,Equestrians riding on bridges across the motor way
28-Dec-1997,Starvecrow Close and Carroty Woods
29-Dec-1997,Beaters flushing game birds
29-Dec-1997,Jean and I had tea and cones
29-Dec-1997,Bob was so patient shopping all day long - he still finds great parking spots!
30-Dec-1997,Bird perched on a sheeps' back
30-Dec-1997,"Chasing after ""chalk"" houses"
30-Dec-1997,Kara dancing to music in the front seat of the car
30-Dec-1997,Mysteries of Stonehenge
31-Dec-1997,Blowing train whistle
31-Dec-1997,All 3 girls bought Doc Martins
31-Dec-1997,Going to the movies - New Years Eve tradition
31-Dec-1997,Neighbors fireworks
1-Jan-1998,A new year of daily adventures with God!
1-Jan-1998,M & M's taste different in the UK
1-Jan-1998,"""New Years Baby"" from Derek ugahchuga! You don't know what you do to me baby! Dances and sings"
1-Jan-1998,5L in my arm-press sleeve
1-Jan-1998,Turkey dinner while watching the Rose Bowl Parade
1-Jan-1998,A long walk and talk with Kim
1-Jan-1998,Making a recipe book for Kim
1-Jan-1998,"Family game of ""killer"" hearts"
2-Jan-1998,"Continued ""killer"" hearts - I had highest score"
2-Jan-1998,Kim called Derek and all is OK
2-Jan-1998,"Mended 2 sweaters, purse lining, sewed button, hemmed 2 pair of trousers for Kim"
2-Jan-1998,Packed suitcases with Kim into wee hours of the third
2-Jan-1998,Kim almost forgot her tuition check (under one of Kara's books)
3-Jan-1998,Kara and Kelly on either side of Kim in bed hugging her
3-Jan-1998,Someone at Baylor loves you! Teddy bears
3-Jan-1998,Bob had breakfast read as we prepared to take Kim to airport
3-Jan-1998,Everything fit in Kim's bags
3-Jan-1998,Power came on just in time for Kim's dental appointment
3-Jan-1998,Saying good-bye for 12 years to college kids - this is 1st year
3-Jan-1998,Preparations for Christmas were fairly relaxed due to (in part) new organization method and family help
3-Jan-1998,Bob made a holiday e-mail from my joy journal
4-Jan-1998,Reading Lucado's daily calendar
4-Jan-1998,Pansies are still blooming along the front walk
4-Jan-1998,Two boys came to the door dressed as Wisemen and sang for me
4-Jan-1998,Soft verges mean soft shoulders along the roadside
5-Jan-1997,Slept in late
5-Jan-1998,Bob brought home Christmas mail at lunch
5-Jan-1998,Kelly and Kara prompt with thank you notes
6-Jan-1998,Bob keeps forgetting his medicine!
6-Jan-1998,Colleen's panic with computer
6-Jan-1998,"In the middle of the night - ""Mom I have a $400 charge on my credit card that isn't mine!"""
7-Jan-1998,CBS resumed
7-Jan-1998,Invitation to go to commissary with Rhonda
7-Jan-1998,"Clean house, our housekeeper was here!"
8-Jan-1998,Shopping and brunch with Rhonda
8-Jan-1998,Embroidered laundry bags for Kim and Tara
8-Jan-1998,Kara's pleasure in learning the recorder
8-Jan-1998,Kelly remembered to bring home Clueless
9-Jan-1998,Set a date to begin sorting my letters and cards received during cancer treatment
9-Jan-1998,Nice walk with Rhonda
9-Jan-1998,Season of Voyagers and Babylon 5 from Schaffers
9-Jan-1998,Kelly greeted me with pleasure at lunch at school
9-Jan-1998,Watching BAS basketball - girls won in last 5 seconds
